City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Ajaccio,FR,2021-10-20 02:33:29,42.0,8.9167,51.85,81,0,6.91
280,Osoyoos,CA,2021-10-20 02:30:05,49.0331,-119.4524,59.41,44,0,4.61
281,Sao Filipe,CV,2021-10-20 02:33:29,14.8961,-24.4956,79.77,67,8,4.12
282,Lao Cai,VN,2021-10-20 02:33:30,22.4833,103.95,78.55,82,99,1.14
283,Luderitz,NA,2021-10-20 02:33:30,-26.6481,15.1594,55.4,87,35,9.64
284,Preobrazheniye,RU,2021-10-20 02:33:30,42.9019,133.9064,43.61,26,0,4.63
285,Copiapo,CL,2021-10-20 02:31:31,-27.3667,-70.3333,53.29,68,62,1.79
286,Pyaozerskiy,RU,2021-10-20 02:33:31,65.8333,31.1667,28.96,71,100,4.68
287,Sulangan,PH,2021-10-20 02:33:31,11.1373,123.7228,84.78,67,100,1.16
288,Manggar,ID,2021-10-20 02:33:32,-2.8833,108.2667,84.51,67,97,4.88
289,Pisco,PE,2021-10-20 02:33:32,-13.7,-76.2167,62.02,82,0,11.5
290,Zhifang,CN,2021-10-20 02:33:32,30.35,114.3167,53.58,91,100,11.27
291,Churapcha,RU,2021-10-20 02:33:33,62.0025,132.4325,23.7,92,100,6.67
292,Veere,NL,2021-10-20 02:33:33,51.5483,3.6667,63.0,82,100,7.0
293,Keningau,MY,2021-10-20 02:33:34,5.3378,116.1602,81.05,63,96,1.81
294,Miram Shah,PK,2021-10-20 02:33:34,33.0086,70.0697,72.43,13,0,4.12
295,Parauna,BR,2021-10-20 02:33:34,-16.9478,-50.4486,74.26,71,100,1.7
296,Hasaki,JP,2021-10-20 02:33:35,35.7333,140.8333,70.29,48,9,13.31
297,Faanui,PF,2021-10-20 02:33:35,-16.4833,-151.75,80.78,73,70,11.03
298,Cabo San Lucas,MX,2021-10-20 02:29:09,22.8909,-109.9124,80.62,69,1,11.5
299,Brigantine,US,2021-10-20 02:33:36,39.4101,-74.3646,64.45,70,1,9.22
300,Maridi,SS,2021-10-20 02:33:36,4.9158,29.4742,65.28,98,100,4.29
301,Bandar-E Anzali,IR,2021-10-20 02:33:37,37.4727,49.4622,62.73,93,100,9.1
302,Diamantino,BR,2021-10-20 02:33:18,-14.4086,-56.4461,72.81,88,88,1.23
303,Petropavlovsk-Kamchatskiy,RU,2021-10-20 02:33:37,53.0452,158.6483,39.79,45,40,13.42
304,Kannur,IN,2021-10-20 02:33:38,11.8675,75.3576,79.11,81,100,6.11
305,Puerto Escondido,MX,2021-10-20 02:33:38,15.85,-97.0667,80.15,82,100,1.59
306,Jalu,LY,2021-10-20 02:33:38,29.0331,21.5482,68.4,49,12,9.51
307,Geraldton,AU,2021-10-20 02:29:44,-28.7667,114.6,68.41,49,90,18.41
308,Newport,GB,2021-10-20 02:30:24,51.5877,-2.9984,61.56,94,100,11.52
309,Port Shepstone,ZA,2021-10-20 02:33:39,-30.7414,30.455,59.04,83,8,11.86
310,Saskylakh,RU,2021-10-20 02:32:52,71.9167,114.0833,16.21,97,97,0.58
311,Coari,BR,2021-10-20 02:33:39,-4.085,-63.1414,76.21,87,74,1.12
312,Los Algarrobos,PA,2021-10-20 02:33:40,8.5,-82.4333,78.46,94,40,2.3
313,Virpur,IN,2021-10-20 02:33:40,23.1833,73.4833,76.66,64,2,5.23
314,Mangan,IN,2021-10-20 02:33:41,27.5167,88.5333,71.02,93,100,2.46
315,Roma,US,2021-10-20 02:33:41,43.2128,-75.4557,61.84,71,0,5.99
316,Novo Oriente,BR,2021-10-20 02:33:41,-5.5344,-40.7742,78.42,48,27,2.06
317,Tchaourou,BJ,2021-10-20 02:33:42,8.8865,2.5975,72.0,97,100,4.0
318,Chilmari,BD,2021-10-20 02:33:42,25.5559,89.6715,75.34,95,100,6.29
319,Manaure,CO,2021-10-20 02:33:43,11.7751,-72.4445,83.03,75,91,15.73
320,Ponta Do Sol,PT,2021-10-20 02:33:43,32.6667,-17.1,77.72,52,93,2.13
321,Labuhan,ID,2021-10-20 02:33:43,-6.8844,112.2051,89.1,57,92,1.45
322,Xuddur,SO,2021-10-20 02:33:44,4.1213,43.8894,71.15,90,78,7.74
323,Kincardine,GB,2021-10-20 02:33:44,56.0667,-3.7167,52.99,89,21,14.09
324,Tuatapere,NZ,2021-10-20 02:30:59,-46.1333,167.6833,54.0,55,3,7.47
325,Avdon,RU,2021-10-20 02:33:45,54.6667,55.7167,31.32,86,75,8.95
326,Honiara,SB,2021-10-20 02:30:40,-9.4333,159.95,85.35,72,61,4.59
327,Ntcheu,MW,2021-10-20 02:33:45,-14.8203,34.6359,60.33,86,10,5.48
328,Hohhot,CN,2021-10-20 02:33:45,40.8106,111.6522,46.69,29,0,4.47
329,Vao,NC,2021-10-20 02:33:46,-22.6667,167.4833,74.05,83,100,6.42
330,Puerto Narino,CO,2021-10-20 02:33:46,-3.7703,-70.3831,78.75,98,58,2.68
331,Udachnyy,RU,2021-10-20 02:33:46,66.4167,112.4,25.39,91,67,13.2
332,Coahuayana,MX,2021-10-20 02:33:47,18.7333,-103.6833,81.88,91,40,2.13
333,Imbituba,BR,2021-10-20 02:29:49,-28.24,-48.6703,64.81,82,100,3.29
334,Alenquer,BR,2021-10-20 02:33:47,-1.9417,-54.7383,73.74,83,25,2.95
335,Crawfordsville,US,2021-10-20 02:33:04,40.0411,-86.8745,56.32,81,1,0.0
336,Fort Nelson,CA,2021-10-20 02:30:04,58.8053,-122.7002,27.99,74,20,3.44
337,Champerico,GT,2021-10-20 02:33:48,14.3,-91.9167,82.35,84,100,7.07
338,Tromso,NO,2021-10-20 02:33:27,69.6496,18.957,30.85,64,0,3.44
339,Mogadishu,SO,2021-10-20 02:32:55,2.0371,45.3438,78.73,85,100,12.28
340,Kokoda,PG,2021-10-20 02:33:49,-8.8785,147.7407,85.23,73,43,2.62
341,Lagoa,PT,2021-10-20 02:33:49,39.05,-27.9833,67.51,72,72,10.65
342,Mahur,IN,2021-10-20 02:33:49,25.1667,93.1167,73.47,87,100,2.95
343,Ambulu,ID,2021-10-20 02:33:50,-8.345,113.6058,87.89,60,41,7.76
344,Sangin,AF,2021-10-20 02:33:50,32.0728,64.8359,66.92,12,0,5.01
345,Skibbereen,IE,2021-10-20 02:33:51,51.55,-9.2667,53.4,95,89,8.9
346,Grand-Santi,GF,2021-10-20 02:33:51,4.25,-54.3833,73.26,95,70,2.51
347,Coquimbo,CL,2021-10-20 02:33:02,-29.9533,-71.3436,55.13,87,90,3.44
348,Pontes E Lacerda,BR,2021-10-20 02:33:51,-15.2261,-59.3353,70.66,86,53,1.77
349,Dawlatabad,AF,2021-10-20 02:33:52,36.4141,64.9053,62.82,13,62,2.48
350,Cape Canaveral,US,2021-10-20 02:33:52,28.4058,-80.6048,77.99,66,75,5.75
351,Blairmore,CA,2021-10-20 02:30:05,49.6,-114.4353,42.49,86,0,1.14
352,Manjakandriana,MG,2021-10-20 02:33:53,-18.9167,47.8,56.89,89,61,3.02
353,Tilichiki,RU,2021-10-20 02:33:13,60.4667,166.1,14.18,79,17,4.97
354,Mount Vernon,US,2021-10-20 02:33:53,40.9126,-73.8371,63.84,61,1,3.0
355,Sinnamary,GF,2021-10-20 02:33:54,5.3833,-52.95,79.65,82,95,8.7
356,Moree,AU,2021-10-20 02:33:54,-29.4667,149.85,80.62,24,0,9.22
357,Ponta Delgada,PT,2021-10-20 02:33:54,37.7333,-25.6667,63.32,82,20,3.44
358,Roros,NO,2021-10-20 02:33:55,62.5747,11.3842,33.64,93,90,3.44
359,Yumen,CN,2021-10-20 02:33:55,40.2833,97.2,46.62,24,80,13.35
360,Egvekinot,RU,2021-10-20 02:33:55,66.3167,-179.1667,21.58,85,100,13.78
361,Fairbanks,US,2021-10-20 02:31:10,64.8378,-147.7164,34.41,62,1,3.44
362,Pontianak,ID,2021-10-20 02:33:56,-0.0333,109.3333,76.98,88,20,3.44
363,Cairo Montenotte,IT,2021-10-20 02:33:56,44.4031,8.2746,62.42,99,94,3.0
364,Lavrentiya,RU,2021-10-20 02:33:57,65.5833,-171.0,31.87,98,100,10.04
365,Comodoro Rivadavia,AR,2021-10-20 02:28:59,-45.8667,-67.5,55.26,54,0,0.0
366,Beringovskiy,RU,2021-10-20 02:33:57,63.05,179.3167,26.15,81,63,18.61
367,Oktyabrskiy,RU,2021-10-20 02:33:57,54.4815,53.471,34.5,83,100,6.85
368,Lazaro Cardenas,MX,2021-10-20 02:29:08,17.9583,-102.2,80.13,84,100,1.12
369,Coihaique,CL,2021-10-20 02:33:58,-45.5752,-72.0662,51.75,82,0,2.3
370,Farafangana,MG,2021-10-20 02:31:49,-22.8167,47.8333,70.92,88,64,1.43
371,Benicarlo,ES,2021-10-20 02:33:58,40.4165,0.4271,67.57,80,7,10.25
372,Agadir,MA,2021-10-20 02:30:23,30.4202,-9.5982,59.45,40,89,4.5
373,Demba,CD,2021-10-20 02:33:59,-5.51,22.2667,67.78,98,100,0.96
374,Sao Jose Da Coroa Grande,BR,2021-10-20 02:33:59,-8.8978,-35.1478,76.26,85,98,5.97
375,Nome,US,2021-10-20 02:33:58,64.5011,-165.4064,35.67,81,90,12.66
376,Saint Anthony,US,2021-10-20 02:34:00,45.0205,-93.218,65.71,69,1,1.99
377,Yerofey Pavlovich,RU,2021-10-20 02:34:00,53.9667,121.9667,37.11,45,44,2.91
378,Pevek,RU,2021-10-20 02:32:04,69.7008,170.3133,18.18,94,100,14.54
379,Menden,DE,2021-10-20 02:34:01,51.4333,7.8,63.03,71,99,18.41
380,Rudnya,RU,2021-10-20 02:34:01,54.947,31.0934,30.81,72,98,7.31
381,Weligama,LK,2021-10-20 02:34:02,5.9667,80.4167,82.78,72,86,7.29
382,Longyearbyen,SJ,2021-10-20 02:34:03,78.2186,15.6401,12.04,73,20,5.75
383,Leeuwarden,NL,2021-10-20 02:34:03,53.2014,5.8086,62.01,88,75,16.11
384,Presidente Dutra,BR,2021-10-20 02:34:03,-5.29,-44.49,74.59,86,3,3.62
385,Doha,QA,2021-10-20 02:31:54,25.2867,51.5333,82.38,69,0,10.36
386,Sisimiut,GL,2021-10-20 02:34:04,66.9395,-53.6735,31.48,56,79,9.95
387,Peniche,PT,2021-10-20 02:34:04,39.3558,-9.3811,68.61,94,83,5.08
388,Quelimane,MZ,2021-10-20 02:34:05,-17.8786,36.8883,71.78,86,44,8.61
389,Shimoda,JP,2021-10-20 02:34:05,34.6667,138.95,71.1,53,80,13.67
390,Maragogi,BR,2021-10-20 02:34:05,-9.0122,-35.2225,75.83,86,93,5.41
391,Ouargaye,BF,2021-10-20 02:34:06,11.5033,0.0572,77.41,77,59,5.57
392,Oussouye,SN,2021-10-20 02:34:06,12.485,-16.5469,79.88,79,41,7.54
393,Havoysund,NO,2021-10-20 02:34:06,70.9963,24.6622,25.68,71,45,9.26
394,Kudahuvadhoo,MV,2021-10-20 02:34:07,2.6708,72.8944,81.95,76,23,11.25
395,Dingle,PH,2021-10-20 02:34:07,10.9995,122.6711,85.19,73,100,4.25
396,Shahr-E Kord,IR,2021-10-20 02:34:08,32.3256,50.8644,46.08,14,2,5.82
397,Bria,CF,2021-10-20 02:34:08,6.5423,21.9863,67.51,98,100,3.87
398,Grobina,LV,2021-10-20 02:34:08,56.5352,21.1678,49.78,100,90,11.5
399,Paamiut,GL,2021-10-20 02:34:09,61.994,-49.6678,37.63,51,3,5.28
400,Pringsewu,ID,2021-10-20 02:34:09,-5.3582,104.9744,87.64,62,100,3.76
401,Camacha,PT,2021-10-20 02:34:09,33.0833,-16.3333,70.54,88,20,10.36
402,Puerto Carreno,CO,2021-10-20 02:34:10,6.189,-67.4859,75.11,88,100,3.44
403,Jacareacanga,BR,2021-10-20 02:34:10,-6.2222,-57.7528,75.52,80,59,0.58
404,Tucurui,BR,2021-10-20 02:34:11,-3.7661,-49.6725,74.75,94,100,3.49
405,Pouebo,NC,2021-10-20 02:34:11,-20.4,164.5667,74.93,83,100,4.76
406,Chuy,UY,2021-10-20 02:34:11,-33.6971,-53.4616,54.43,85,7,7.45
407,Dukat,RU,2021-10-20 02:32:14,62.55,155.55,1.47,87,100,4.65
408,Snihurivka,UA,2021-10-20 02:34:12,47.0758,32.8052,37.38,55,67,5.3
409,Talcahuano,CL,2021-10-20 02:34:13,-36.7167,-73.1167,51.48,100,90,14.97
410,Koksovyy,RU,2021-10-20 02:34:13,48.1967,40.5989,34.27,74,14,9.19
411,Alofi,NU,2021-10-20 02:34:13,-19.0595,-169.9187,78.69,57,10,14.97
412,Chabahar,IR,2021-10-20 02:34:14,25.2919,60.643,79.18,74,0,5.3
413,Sitka,US,2021-10-20 02:34:14,57.0531,-135.33,51.69,50,90,18.41
414,Huari,PE,2021-10-20 02:34:15,-9.3333,-77.2333,44.71,89,97,5.03
415,Villamontes,BO,2021-10-20 02:34:15,-21.25,-63.5,74.8,43,100,4.18
416,Hammerfest,NO,2021-10-20 02:34:15,70.6634,23.6821,25.25,68,16,8.05
417,Hami,CN,2021-10-20 02:34:16,42.8,93.45,57.81,18,88,10.29
418,Klaksvik,FO,2021-10-20 02:34:16,62.2266,-6.589,41.92,96,100,40.29
419,Miraflores,MX,2021-10-20 02:34:16,19.2167,-98.8083,67.03,80,100,2.73
420,Khovu-Aksy,RU,2021-10-20 02:34:17,51.1333,93.6,37.83,50,76,3.65
421,Tual,ID,2021-10-20 02:34:17,-5.6667,132.75,83.16,77,13,7.9
422,Abha,SA,2021-10-20 02:32:46,18.2164,42.5053,58.82,33,0,0.0
423,Belmonte,BR,2021-10-20 02:34:18,-15.8631,-38.8828,77.5,84,29,8.03
424,Los Llanos De Aridane,ES,2021-10-20 02:34:18,28.6585,-17.9182,71.35,46,0,10.36
425,Meulaboh,ID,2021-10-20 02:34:19,4.1363,96.1285,82.56,71,99,2.1
426,Waipawa,NZ,2021-10-20 02:34:19,-41.4122,175.5153,57.04,61,99,5.75
427,Balkanabat,TM,2021-10-20 02:34:19,39.5108,54.3671,60.06,67,13,6.96
428,Sioux Lookout,CA,2021-10-20 02:34:20,50.1001,-91.917,39.58,70,40,6.91
429,Tupik,RU,2021-10-20 02:34:20,54.4253,119.9327,34.0,53,100,1.86
430,Zhangye,CN,2021-10-20 02:34:21,38.9342,100.4517,49.51,26,0,1.21
431,Baiquan,CN,2021-10-20 02:34:21,47.5833,126.0833,41.85,44,0,7.11
432,Sibolga,ID,2021-10-20 02:34:21,1.7427,98.7792,78.42,81,100,2.8
433,Hualmay,PE,2021-10-20 02:32:02,-11.0964,-77.6139,63.23,86,95,8.52
434,Bathsheba,BB,2021-10-20 02:34:22,13.2167,-59.5167,81.21,74,40,16.11
435,Boende,CD,2021-10-20 02:34:22,-0.2167,20.8667,69.24,99,100,1.23
436,Porto Santo,PT,2021-10-20 02:34:22,33.072,-16.3415,73.31,88,20,10.36
437,Bartica,GY,2021-10-20 02:34:23,6.4,-58.6167,75.52,98,30,1.92
438,Panaba,MX,2021-10-20 02:34:23,21.2833,-88.2667,75.24,89,100,7.02
439,Wewak,PG,2021-10-20 02:34:24,-3.5534,143.6268,83.05,77,96,4.68
440,Skibotn,NO,2021-10-20 02:34:24,69.3913,20.2679,29.46,85,100,16.49
441,Miri,MY,2021-10-20 02:34:24,4.4148,114.0089,82.54,78,40,8.05
442,Zapolyarnyy,RU,2021-10-20 02:34:25,69.4154,30.8136,20.48,94,68,3.83
443,Brae,GB,2021-10-20 02:34:25,60.3964,-1.353,53.51,98,100,11.5
444,Marzuq,YE,2021-10-20 02:34:26,14.4,46.4667,69.87,63,77,2.21
445,Las Palmas,ES,2021-10-20 02:34:26,28.4204,-14.0131,68.79,88,89,13.8
446,Artyom,AZ,2021-10-20 02:34:26,40.4723,50.333,55.54,78,100,28.88
447,Eyl,SO,2021-10-20 02:34:27,7.9803,49.8164,77.16,84,57,5.88
448,La Rioja,ES,2021-10-20 02:34:12,42.25,-2.5,53.49,77,15,4.92
449,Skala,PL,2021-10-20 02:34:27,50.2305,19.8536,54.09,85,0,1.14
450,Bonthe,SL,2021-10-20 02:34:28,7.5264,-12.505,77.99,85,90,3.02
451,Inverness,GB,2021-10-20 02:34:28,57.4791,-4.224,53.51,89,40,3.0
452,Sorland,NO,2021-10-20 02:34:29,67.667,12.6934,37.45,93,100,30.82
453,Catamarca,AR,2021-10-20 02:30:44,-28.4696,-65.7852,75.78,41,0,5.01
454,Norman Wells,CA,2021-10-20 02:34:29,65.282,-126.8329,24.84,86,75,5.75
455,Ayagoz,KZ,2021-10-20 02:34:29,47.9714,80.4392,47.82,32,0,2.75
456,Yeniseysk,RU,2021-10-20 02:34:30,58.4497,92.1703,38.98,80,40,4.32
457,Urumqi,CN,2021-10-20 02:34:30,43.801,87.6005,47.35,43,0,2.24
458,Cockburn Town,TC,2021-10-20 02:34:31,21.4612,-71.1419,82.22,75,87,13.09
459,Acapulco,MX,2021-10-20 02:31:43,16.8634,-99.8901,82.22,78,90,4.61
460,Ornskoldsvik,SE,2021-10-20 02:34:31,63.2909,18.7153,43.75,100,90,13.8
461,Tabuk,PH,2021-10-20 02:34:31,17.4189,121.4443,78.57,85,99,1.03
462,Cidreira,BR,2021-10-20 02:34:32,-30.1811,-50.2056,61.03,72,1,11.14
463,Havre-Saint-Pierre,CA,2021-10-20 02:34:32,50.2334,-63.5986,48.2,93,90,9.22
464,Gambela,ET,2021-10-20 02:34:32,8.25,34.5833,68.49,69,77,4.36
465,Yerbogachen,RU,2021-10-20 02:34:33,61.2767,108.0108,36.91,86,99,10.98
466,Vila,PT,2021-10-20 02:34:33,42.0304,-8.1588,56.7,81,63,5.88
467,Lappeenranta,FI,2021-10-20 02:34:34,61.0587,28.1887,33.85,74,0,8.05
468,Yurino,RU,2021-10-20 02:34:34,56.2942,46.3039,33.12,93,81,5.44
469,Moerai,PF,2021-10-20 02:34:34,-22.4333,-151.3333,76.42,82,90,15.9
470,Usinsk,RU,2021-10-20 02:34:35,65.9939,57.5281,30.34,98,95,12.66
471,Kutum,SD,2021-10-20 02:34:35,14.2,24.6667,73.42,19,50,17.69
472,Dobsina,SK,2021-10-20 02:34:36,48.8207,20.3699,52.75,89,93,3.98
473,Ankang,CN,2021-10-20 02:34:36,32.68,109.0172,49.37,89,100,2.89
474,Codrington,AU,2021-10-20 02:33:58,-38.2667,141.9667,68.43,52,100,12.68
475,Ambilobe,MG,2021-10-20 02:34:37,-13.2,49.05,69.82,70,31,3.24
476,Gamba,GA,2021-10-20 02:32:28,-2.65,10.0,75.31,84,100,4.83
477,Gorontalo,ID,2021-10-20 02:34:37,0.5412,123.0595,89.96,57,38,8.03
478,Port Keats,AU,2021-10-20 02:34:38,-14.25,129.55,92.98,46,10,11.7
479,Nuevo Progreso,MX,2021-10-20 02:34:38,23.1667,-97.95,72.54,71,5,3.22
480,Amazar,RU,2021-10-20 02:34:38,53.858,120.875,37.67,49,90,2.1
481,Cururupu,BR,2021-10-20 02:34:39,-1.8283,-44.8683,74.53,93,8,3.02
482,Berlevag,NO,2021-10-20 02:34:39,70.8578,29.0864,23.0,68,97,1.99
483,Salalah,OM,2021-10-20 02:30:14,17.0151,54.0924,75.29,83,0,3.44
484,Hofn,IS,2021-10-20 02:34:40,64.2539,-15.2082,32.47,61,12,17.67
485,Kozhanka,UA,2021-10-20 02:34:40,49.9793,29.7381,34.75,54,100,6.38
486,Kundiawa,PG,2021-10-20 02:34:40,-6.0167,144.9667,74.5,74,95,1.9
487,Kabinda,CD,2021-10-20 02:34:41,-6.1333,24.4833,66.54,94,95,1.63
488,College,US,2021-10-20 02:34:41,64.8569,-147.8028,35.65,61,75,5.75
489,Quatre Cocos,MU,2021-10-20 02:34:41,-20.2078,57.7625,72.09,73,78,8.1
490,Kavaratti,IN,2021-10-20 02:34:42,10.5669,72.642,82.11,72,100,8.03
491,Athabasca,CA,2021-10-20 02:32:38,54.7169,-113.2854,39.02,41,95,14.79
492,Novoagansk,RU,2021-10-20 02:34:42,61.9449,76.6625,44.11,77,100,11.39
493,Hambantota,LK,2021-10-20 02:34:43,6.1241,81.1185,80.94,89,0,2.3
494,Lata,PT,2021-10-20 02:34:43,40.1629,-8.3327,63.81,81,100,2.86
495,Kautokeino,NO,2021-10-20 02:34:43,69.0125,23.0412,17.85,95,100,2.86
496,Rantepao,ID,2021-10-20 02:34:44,-2.9701,119.8978,83.55,52,82,4.9
497,Nouadhibou,MR,2021-10-20 02:34:44,20.931,-17.0347,73.38,88,100,14.97
498,Korla,CN,2021-10-20 02:34:45,41.7597,86.1469,57.63,21,99,2.84
499,Ronde,DK,2021-10-20 02:34:45,56.3014,10.4751,60.62,96,90,8.05
500,Ariquemes,BR,2021-10-20 02:34:45,-9.9133,-63.0408,73.13,93,16,1.81
501,Sibu,MY,2021-10-20 02:34:46,2.3,111.8167,80.91,83,20,5.75
502,Dargaville,NZ,2021-10-20 02:34:46,-35.9333,173.8833,67.73,54,51,8.63
503,Batticaloa,LK,2021-10-20 02:31:26,7.7102,81.6924,82.89,72,99,2.39
504,Yining,CN,2021-10-20 02:34:47,29.0361,114.5636,54.73,97,100,2.98
505,Homa Bay,KE,2021-10-20 02:34:47,-0.5273,34.4571,66.61,80,100,4.16
506,Kununurra,AU,2021-10-20 02:34:47,-15.7667,128.7333,102.18,27,9,3.44
507,Teguldet,RU,2021-10-20 02:34:48,57.3064,88.1667,39.36,76,12,3.87
508,Guatire,VE,2021-10-20 02:34:48,10.4762,-66.5427,71.73,97,29,1.3
509,Kotido,UG,2021-10-20 02:34:49,2.9806,34.1331,71.1,65,80,11.56
510,Rujewa,TZ,2021-10-20 02:34:49,-8.7,34.3833,66.78,67,82,10.09
511,Porto Walter,BR,2021-10-20 02:34:50,-8.2686,-72.7439,71.56,96,74,1.9
512,Dzhebariki-Khaya,RU,2021-10-20 02:34:50,62.2167,135.8,18.21,86,100,6.49
513,Grindavik,IS,2021-10-20 02:34:50,63.8424,-22.4338,34.27,75,20,26.46
514,Deer Lake,CA,2021-10-20 02:30:04,49.1667,-57.4316,40.86,100,75,3.44
515,Shahrud,IR,2021-10-20 02:34:51,36.4182,54.9763,53.06,62,4,7.38
516,Saint Peter,BB,2021-10-20 02:34:51,13.25,-59.6167,79.36,70,6,15.12
517,Boguchany,RU,2021-10-20 02:34:52,58.3814,97.4531,41.45,82,84,3.91
518,Grimshaw,CA,2021-10-20 02:33:58,56.1834,-117.6027,34.5,100,75,11.5
519,Wana,PK,2021-10-20 02:34:52,32.2989,69.5725,67.46,14,0,4.92
520,Qaqortoq,GL,2021-10-20 02:34:53,60.7167,-46.0333,37.9,41,0,5.3
521,Karratha,AU,2021-10-20 02:34:53,-20.7377,116.8463,82.74,23,29,11.52
522,Broken Hill,AU,2021-10-20 02:34:53,-31.95,141.4333,73.11,18,100,17.27
523,Lethem,GY,2021-10-20 02:34:54,3.3803,-59.7968,77.27,83,100,3.47
524,Skjervoy,NO,2021-10-20 02:34:54,70.0311,20.9714,32.14,69,100,20.31
525,Sembakung,ID,2021-10-20 02:34:54,3.8167,117.25,80.53,72,98,2.57
526,Alyangula,AU,2021-10-20 02:34:55,-13.8483,136.4192,93.07,43,97,11.5
527,Kashi,CN,2021-10-20 02:32:08,39.4547,75.9797,55.26,29,0,4.47
528,Chapayevka,UA,2021-10-20 02:34:55,47.4711,36.3451,34.99,74,8,6.53
529,Sayan,PE,2021-10-20 02:34:56,-11.1361,-77.1933,68.18,75,100,2.13
530,Channel-Port Aux Basques,CA,2021-10-20 02:34:56,47.5702,-59.1367,50.0,87,70,9.4
531,Turayf,SA,2021-10-20 02:34:47,31.6725,38.6637,57.45,88,0,6.91
532,Katherine,AU,2021-10-20 02:34:56,-14.4667,132.2667,97.12,36,95,12.66
533,Ishigaki,JP,2021-10-20 02:34:57,24.3448,124.1572,78.93,73,75,6.91
534,Puerto Madryn,AR,2021-10-20 02:34:45,-42.7692,-65.0385,62.78,56,0,17.43
535,Chulman,RU,2021-10-20 02:33:16,56.8479,124.9104,31.08,82,99,3.67
536,Kuytun,RU,2021-10-20 02:34:58,54.3419,101.5036,38.89,65,65,3.56
537,Rawson,AR,2021-10-20 02:34:58,-43.3002,-65.1023,63.34,51,0,19.57
538,Beya,RU,2021-10-20 02:34:58,53.0533,90.9139,41.27,55,52,1.21
539,Goiatuba,BR,2021-10-20 02:34:59,-18.0125,-49.3547,70.3,85,75,3.42
540,Palasa,IN,2021-10-20 02:34:59,18.7667,84.4167,82.44,80,100,2.04
541,Hauzenberg,DE,2021-10-20 02:34:59,48.65,13.6333,53.49,93,60,2.48
542,Asau,RO,2021-10-20 02:35:00,46.4333,26.4,44.4,78,20,6.02
543,Vazhiny,RU,2021-10-20 02:35:00,60.9644,34.0222,29.95,89,100,4.12
544,Blythe,US,2021-10-20 02:30:53,33.6103,-114.5964,67.03,30,0,3.85
545,Caravelas,BR,2021-10-20 02:33:04,-17.7125,-39.2481,74.77,89,84,3.67
546,Monte Alegre,BR,2021-10-20 02:35:01,-2.0078,-54.0692,76.24,82,37,2.26
547,Llanes,ES,2021-10-20 02:35:02,43.4198,-4.7549,67.46,80,82,4.47
548,Seoni,IN,2021-10-20 02:35:02,22.0833,79.5333,74.73,75,28,5.14
549,Opuwo,NA,2021-10-20 02:35:03,-18.0607,13.84,64.24,30,8,2.89
550,Eureka,US,2021-10-20 02:32:58,40.8021,-124.1637,56.01,79,100,8.99
551,Herat,AF,2021-10-20 02:35:00,34.5,62.0,60.06,14,0,0.78
552,Kurilsk,RU,2021-10-20 02:35:04,45.2333,147.8833,49.69,77,100,10.13
553,Gumdag,TM,2021-10-20 02:35:05,39.2061,54.5906,57.76,80,19,6.91
554,Acarau,BR,2021-10-20 02:35:05,-2.8856,-40.12,78.39,84,21,10.71
555,Ugoofaaru,MV,2021-10-20 02:35:06,5.6667,73.0,81.79,71,62,12.71
556,Zary,PL,2021-10-20 02:35:06,51.6421,15.1373,55.98,87,100,1.99
557,Lovozero,RU,2021-10-20 02:35:06,68.005,35.0117,24.84,86,60,7.14
558,Aitape,PG,2021-10-20 02:35:07,-3.1374,142.3475,83.61,76,71,4.52
